filename,zcr_mean,zcr_var,label
Alaudaarvensis131537.wav,0.25861224489795914,0.011727529660995162,Alaudaarvensis
Alaudaarvensis131690.wav,0.33713378684807255,0.0056282054493755175,Alaudaarvensis
Alaudaarvensis131692.wav,0.3250793650793651,0.006040437883392208,Alaudaarvensis
Alaudaarvensis138225.wav,0.17278911564625848,0.009284156292902647,Alaudaarvensis
Alaudaarvensis168330.wav,0.2537414965986394,0.00935853888040477,Alaudaarvensis
Alaudaarvensis176345.wav,0.33644444444444443,0.008102763848396501,Alaudaarvensis
Alaudaarvensis176419.wav,0.0881904761904762,0.006135840190044272,Alaudaarvensis
Alaudaarvensis176601.wav,0.3275192743764172,0.007267578344414108,Alaudaarvensis
Alaudaarvensis187873.wav,0.36448072562358275,0.005652018983859606,Alaudaarvensis
Alaudaarvensis240288.wav,0.2078639455782313,0.005163022485487014,Alaudaarvensis
Alaudaarvensis318647.wav,0.35369614512471653,0.005726315681223358,Alaudaarvensis
Alaudaarvensis361649.wav,0.34471655328798184,0.005477077966485158,Alaudaarvensis
Alaudaarvensis412988.wav,0.3372517006802721,0.008046678163933752,Alaudaarvensis
Alaudaarvensis417772.wav,0.38048979591836735,0.0063534966603421405,Alaudaarvensis
Alaudaarvensis417779.wav,0.3406349206349207,0.007705614430201408,Alaudaarvensis
Alaudaarvensis423566.wav,0.2988934240362812,0.004746667571639389,Alaudaarvensis
Alaudaarvensis462158.wav,0.34550566893424034,0.0037663760264498845,Alaudaarvensis
Alaudaarvensis463857.wav,0.3775873015873016,0.0025898763581018195,Alaudaarvensis
Alaudaarvensis464710.wav,0.2707210884353742,0.019070189149582736,Alaudaarvensis
Alaudaarvensis465986.wav,0.17724263038548754,0.007496758572816881,Alaudaarvensis
Alaudaarvensis466731.wav,0.37768707482993197,0.004869156370031005,Alaudaarvensis
Alaudaarvensis469779.wav,0.115265306122449,0.01701103848705015,Alaudaarvensis
Alaudaarvensis477611.wav,0.27429478458049883,0.008079075611499323,Alaudaarvensis
Alaudaarvensis544669.wav,0.26779138321995466,0.014545414636905406,Alaudaarvensis
Alaudaarvensis548086.wav,0.36733786848072564,0.0058836595040132455,Alaudaarvensis
Alaudaarvensis548093.wav,0.3405532879818594,0.005912835413228027,Alaudaarvensis
Alaudaarvensis548685.wav,0.3136145124716553,0.007712771859461849,Alaudaarvensis
Alaudaarvensis548691.wav,0.15477551020408162,0.019462253196970394,Alaudaarvensis
Alaudaarvensis580639.wav,0.06393650793650794,0.0031091036348023715,Alaudaarvensis
Alaudaarvensis584043.wav,0.05568253968253969,0.003023425753672595,Alaudaarvensis
Alaudaarvensis594735.wav,0.25146485260770973,0.011286928717972449,Alaudaarvensis
Alaudaarvensis77236.wav,0.30227664399092974,0.005000157259578057,Alaudaarvensis
Alaudaarvensis91164.wav,0.33570068027210886,0.004976003126269404,Alaudaarvensis
Apusapus179170.wav,0.14933333333333335,0.024054849903075364,Apusapus
Apusapus302766.wav,0.44504308390022673,0.029012943701441272,Apusapus
Apusapus559377.wav,0.47113832199546485,0.004038399720281158,Apusapus
Apusapus559378.wav,0.4124625850340136,0.002812928687121107,Apusapus
Apusapus559392.wav,0.4975419501133787,0.005864567459031988,Apusapus
Apusapus561502.wav,0.2404263038548753,0.025777958854592477,Apusapus
Cardueliscarduelis101121.wav,0.24019047619047618,0.01315208284613921,Cardueliscarduelis
Cardueliscarduelis101122.wav,0.22318367346938778,0.01597883713061944,Cardueliscarduelis
Cardueliscarduelis127379.wav,0.32011791383219956,0.005292313470210457,Cardueliscarduelis
Cardueliscarduelis127381.wav,0.35879365079365083,0.0038835259794015873,Cardueliscarduelis
Cardueliscarduelis127439.wav,0.18048979591836736,0.021645799764501417,Cardueliscarduelis
Cardueliscarduelis127440.wav,0.17639909297052156,0.018168832616039608,Cardueliscarduelis
Cardueliscarduelis131943.wav,0.2770975056689342,0.005187961806037607,Cardueliscarduelis
Cardueliscarduelis169826.wav,0.30117006802721086,0.009704671119543812,Cardueliscarduelis
Cardueliscarduelis178087.wav,0.1527800453514739,0.011392098066134995,Cardueliscarduelis
Cardueliscarduelis323794.wav,0.30595011337868483,0.009735975360060881,Cardueliscarduelis
Cardueliscarduelis325326.wav,0.40531519274376415,0.00877028842920388,Cardueliscarduelis
Cardueliscarduelis328647.wav,0.34731065759637186,0.011380119929453262,Cardueliscarduelis
Cardueliscarduelis349912.wav,0.3373061224489796,0.012698425532571304,Cardueliscarduelis
Cardueliscarduelis367060.wav,0.15821315192743765,0.01310836542387174,Cardueliscarduelis
Cardueliscarduelis419849.wav,0.24468027210884355,0.013994121708547365,Cardueliscarduelis
Cardueliscarduelis46031.wav,0.22648526077097506,0.004424707812074187,Cardueliscarduelis
Cardueliscarduelis465290.wav,0.2809795918367347,0.0028369262601488066,Cardueliscarduelis
Cardueliscarduelis484088.wav,0.17165532879818593,0.019545240923277852,Cardueliscarduelis
Cardueliscarduelis484850.wav,0.39934693877551025,0.006622854962695584,Cardueliscarduelis
Cardueliscarduelis548107.wav,0.16409070294784578,0.012277063075570364,Cardueliscarduelis
Cardueliscarduelis554088.wav,0.10292970521541948,0.014092185539975623,Cardueliscarduelis
Cardueliscarduelis559409.wav,0.39852154195011336,0.00831433659843378,Cardueliscarduelis
Cardueliscarduelis578173.wav,0.36995011337868483,0.0027922424092841976,Cardueliscarduelis
Cardueliscarduelis578603.wav,0.2407800453514739,0.003346332772867273,Cardueliscarduelis
Cardueliscarduelis579238.wav,0.2903854875283447,0.0081547112571408,Cardueliscarduelis
Cardueliscarduelis91112.wav,0.2526621315192744,0.008755797347812897,Cardueliscarduelis
Chlorischloris102100.wav,0.22909750566893422,0.013022181992071205,Chlorischloris
Chlorischloris103775.wav,0.2610884353741497,0.004894999511520405,Chlorischloris
Chlorischloris121007.wav,0.282702947845805,0.0012840144589959944,Chlorischloris
Chlorischloris122456.wav,0.269750566893424,0.00843910921889542,Chlorischloris
Chlorischloris123546.wav,0.18228571428571427,0.0049480486834189465,Chlorischloris
Chlorischloris123547.wav,0.24468027210884352,0.008830511895763596,Chlorischloris
Chlorischloris127313.wav,0.21902947845804988,0.0015915669705523932,Chlorischloris
Chlorischloris129476.wav,0.20509750566893425,0.006078903831222588,Chlorischloris
Chlorischloris129478.wav,0.3004172335600907,0.010971281225415337,Chlorischloris
Chlorischloris140580.wav,0.12019047619047618,0.013281934913950461,Chlorischloris
Chlorischloris143456.wav,0.31084807256235825,0.0026465358775407365,Chlorischloris
Chlorischloris202315.wav,0.14315646258503403,0.010293337529115954,Chlorischloris
Chlorischloris255106.wav,0.2320453514739229,0.011777221301823829,Chlorischloris
Chlorischloris299193.wav,0.265750566893424,0.007320147387148359,Chlorischloris
Chlorischloris305377.wav,0.13581859410430838,0.019236497056267707,Chlorischloris
Chlorischloris321361.wav,0.14277315864617451,0.014138858649423998,Chlorischloris
Chlorischloris327900.wav,0.2663038548752835,0.005166481044420792,Chlorischloris
Chlorischloris327983.wav,0.35559183673469386,0.0046223031761457424,Chlorischloris
Chlorischloris355779.wav,0.2979501133786848,0.006986961111882394,Chlorischloris
Chlorischloris36406.wav,0.2810068027210884,0.009105785264370296,Chlorischloris
Chlorischloris43772.wav,0.11708843537414967,0.005464675233056184,Chlorischloris
Chlorischloris44996.wav,0.3079637188208617,0.00541642965636746,Chlorischloris
Chlorischloris461388.wav,0.29878458049886625,0.0026925216550717033,Chlorischloris
Chlorischloris461390.wav,0.34672108843537414,0.0014509529671278944,Chlorischloris
Chlorischloris462151.wav,0.31837641723356014,0.00311496127642289,Chlorischloris
Chlorischloris462491.wav,0.3890521541950113,0.002850647703374623,Chlorischloris
Chlorischloris462997.wav,0.3996505706107579,0.0066897943400101075,Chlorischloris
Chlorischloris462999.wav,0.35503854875283447,0.006260009029159661,Chlorischloris
Chlorischloris463027.wav,0.45504761904761903,0.007205243823304076,Chlorischloris
Chlorischloris463673.wav,0.2619954648526077,0.00800090702947846,Chlorischloris
Chlorischloris464711.wav,0.3845079365079365,0.011909756613756614,Chlorischloris
Chlorischloris464712.wav,0.2191020408163265,0.02091977429157604,Chlorischloris
Chlorischloris466837.wav,0.2653514739229025,0.003421473562970161,Chlorischloris
Chlorischloris486002.wav,0.2747845804988663,0.001723539060370936,Chlorischloris
Chlorischloris552157.wav,0.2731972789115646,0.005481880492181756,Chlorischloris
Chlorischloris559858.wav,0.33261678004535145,0.0012552390413459414,Chlorischloris
Chlorischloris575502.wav,0.09829478458049885,0.007976321059640789,Chlorischloris
Chlorischloris592658.wav,0.43098412698412697,0.003527439204858058,Chlorischloris
Chlorischloris592661.wav,0.3805351473922903,0.0022985800360960707,Chlorischloris
Chlorischloris592670.wav,0.3945487528344671,0.01442220054401201,Chlorischloris
Chlorischloris597442.wav,0.07263492063492064,0.005796057074984189,Chlorischloris
Chlorischloris91119.wav,0.2933424036281179,0.004276733994580446,Chlorischloris
Chlorischloris91121.wav,0.17385941043083897,0.0071593853178459595,Chlorischloris
Chlorischloris91122.wav,0.31620861678004536,0.008154623310246243,Chlorischloris
Coccothraustescoccothraustes100765.wav,0.27492063492063495,0.004653032429903178,Coccothraustescoccothraustes
Coccothraustescoccothraustes121015.wav,0.2977777777777778,0.007436498166916048,Coccothraustescoccothraustes
Coccothraustescoccothraustes130049.wav,0.2883628117913832,0.008760114232238625,Coccothraustescoccothraustes
Coccothraustescoccothraustes210479.wav,0.3208707482993198,0.014766696921550176,Coccothraustescoccothraustes
Coccothraustescoccothraustes314606.wav,0.4870839002267574,0.023612700387184347,Coccothraustescoccothraustes
Coccothraustescoccothraustes328387.wav,0.4216326530612245,0.01025445364842838,Coccothraustescoccothraustes
Coccothraustescoccothraustes353999.wav,0.3479183673469388,0.010585164494217944,Coccothraustescoccothraustes
Coccothraustescoccothraustes354001.wav,0.24733786848072564,0.008274321008221883,Coccothraustescoccothraustes
Coccothraustescoccothraustes461599.wav,0.3410249433106576,0.0020897380001131216,Coccothraustescoccothraustes
Coccothraustescoccothraustes550965.wav,0.26966893424036276,0.007460873936271409,Coccothraustescoccothraustes
Coccothraustescoccothraustes90988.wav,0.2883265306122449,0.017091977601925122,Coccothraustescoccothraustes
Columbapalumbus103239.wav,0.059029478458049886,0.0006425253675166211,Columbapalumbus
Columbapalumbus103240.wav,0.050875283446712015,0.000646386557041562,Columbapalumbus
Columbapalumbus130072.wav,0.1674467120181406,0.011149241643142517,Columbapalumbus
Columbapalumbus181211.wav,0.05824943310657597,0.0008323623181698983,Columbapalumbus
Columbapalumbus181212.wav,0.04533333333333333,0.0004632634344743188,Columbapalumbus
Columbapalumbus245835.wav,0.17458503401360542,0.016293539913924755,Columbapalumbus
Columbapalumbus246655.wav,0.052943310657596374,0.0015958108812686074,Columbapalumbus
Columbapalumbus314368.wav,0.06630385487528345,0.0033685881911343528,Columbapalumbus
Columbapalumbus317919.wav,0.128,0.007194735197782817,Columbapalumbus
Columbapalumbus462148.wav,0.07668027210884353,0.0046771774312143605,Columbapalumbus
Columbapalumbus462348.wav,0.05624489795918367,0.00041557573233374985,Columbapalumbus
Columbapalumbus462990.wav,0.0583219954648526,0.000495275116849461,Columbapalumbus
Columbapalumbus469724.wav,0.05690702947845804,0.0038506526807245943,Columbapalumbus
Columbapalumbus479853.wav,0.07918367346938776,0.0031132377970084484,Columbapalumbus
Columbapalumbus536549.wav,0.14255782312925172,0.008280061167929,Columbapalumbus
Columbapalumbus540538.wav,0.06504308390022676,0.00047910152662727977,Columbapalumbus
Columbapalumbus542562.wav,0.0005532879818594106,1.1643625855482026e-05,Columbapalumbus
Columbapalumbus543293.wav,0.07546485260770976,0.0007243154858315209,Columbapalumbus
Columbapalumbus544724.wav,0.043437641723356006,0.00011820005039052659,Columbapalumbus
Columbapalumbus571965.wav,0.14501587301587301,0.005296875766784416,Columbapalumbus
Columbapalumbus572510.wav,0.17644444444444443,0.004054116628359584,Columbapalumbus
Columbapalumbus580512.wav,0.09357823129251701,0.002195115080650552,Columbapalumbus
Columbapalumbus580514.wav,0.11527437641723355,0.0033966973843203192,Columbapalumbus
